transaction_type,purchaseId,employeeId,department,location,purchaseDate,approvalDate,invoiceNumber,invoiceDate,paymentDate,vendorName,vendorRegistrationDate,contractDate,vendorBankAccount,vendorAddress,vendorContact,itemId,itemDescription,category,unitPrice,quantity,amountTotal,status,contractId,is_fraud,purchase_month,purchase_dayofweek,purchase_quarter,is_weekend,days_to_approval,days_purchase_to_invoice,days_invoice_to_payment,vendor_age_at_contract,log_amount,log_unitprice,amount_zscore,amount_vs_category_median,amount_consistency_ratio,employee_daily_tx,vendor_tx_count,invoice_frequency,amount_vs_employee_avg,transaction_type_enc,department_enc,location_enc,category_enc,itemDescription_enc,status_enc,employee_tx_frequency
procurement,PO23386712,EMP0104,Marketing,Medan,2024-10-22,2024-10-25,INV216548,2024-10-26,2024-10-30,PD Lestari Wulandari,2021-06-12,2022-06-08,SVMC58785585522544,"Gang BKR No. 77, Pariaman, SR 27508",+62-0609-336-8841,ITEM218951,Printer,Transportasi,315000.0,1,315000.0,Approved,CTR741400,0,10,1,4,0,3,4,4,361,12.660331092405906,12.660331092405906,-0.21187976071755812,1.1052592797920007,0.9999968254069035,1,56,1,0.17131688030955633,1,4,4,7,10,0,33
procurement,PO4437225,EMP0086,Procurement,Surabaya,2023-03-18,2023-03-21,INV2568257,2023-03-20,2023-03-23,PT Melani Pratama Tbk,2020-04-14,2021-02-19,RMHS39759876553858,"Gang Cikutra Barat No. 004, Salatiga, Sulawesi Tenggara 39216",(008) 455-6966,ITEM389340,Laptop,Perjalanan Dinas,267000.0,3,802000.0,Approved,CTR809547,0,3,5,1,1,3,2,3,311,13.594865133730668,12.495007682693725,-0.17343532736656564,0.5517712062117605,1.0012471894541954,1,53,1,0.46945168979194274,1,6,6,5,8,0,32
expense,PO35095219,EMP0011,Operations,Yogyakarta,2024-09-03,2024-09-10,INV8173796,2024-09-06,2024-09-21,UD Halimah,2021-07-11,2022-04-18,YTPU91203205518205,"Jalan Veteran No. 3, Pontianak, Papua Barat 68397",(0851) 509-9108,ITEM641076,Laptop,Pelatihan,2304000.0,2,4609000.0,Approved,CTR338129,0,9,1,3,0,7,3,15,281,15.343521688669426,14.650157734825603,0.12709436004047428,1.2183449065966412,1.000216796827952,1,55,1,1.5724515446632654,0,5,7,4,8,0,33
expense,PO28441217,EMP0058,IT,Semarang,2024-06-07,2024-06-15,INV1573952,2024-06-11,2024-06-30,CV Nurdiyanti Mustofa,2020-06-30,2021-02-02,DZTU70271371761387,"Gang Tubagus Ismail No. 883, Payakumbuh, Sumatera Utara 88629",+62-086-379-4712,ITEM282399,Furniture Kantor,Lain-lain,297000.0,3,892000.0,Approved,CTR333374,0,6,4,2,0,8,4,19,217,13.70122253263775,12.601490784782536,-0.16633060662408242,1.0734042437975406,1.0011212108628385,1,50,1,0.0849210329596427,0,2,5,2,3,0,24
procurement,PO74383264,GHOST0015,Operations,Surabaya,2024-05-24,2024-05-25,INV4775208,2024-05-28,2024-06-09,UD Prasetya Nainggolan,2020-03-21,2020-07-08,USOX19206044425981,"Gang Lembong No. 812, Bogor, Lampung 19279",+62-026-650-1164,ITEM247771,Furniture Kantor,Transportasi,2489000.0,1,2489000.0,Approved,CTR306735,1,5,4,2,0,1,4,12,109,14.727391983117426,14.727391983117426,-0.04026128411579696,8.733302690166,0.9999995982323832,1,50,1,0.5275539365082796,1,5,6,7,3,0,3
expense,PO61502877,EMP0015,Operations,Makassar,2024-08-16,2024-08-17,INV9818407,2024-08-17,2024-08-21,CV Hidayat,2021-07-15,2021-10-06,VNEL07335731151652,"Jalan Moch. Ramdan No. 125, Kota Administrasi Jakarta Selatan, SU 78607",+62 (550) 265-2630,ITEM828865,Alat Tulis,Akomodasi,1827000.0,1,1827000.0,Approved,CTR807917,1,8,4,3,0,1,1,4,83,14.418186382705368,14.418186382705368,-0.09252045224384015,1.4639411346625524,0.9999994526549246,17,44,1,0.7829532359548368,0,5,3,0,1,0,53
expense,PO11444383,EMP0110,Legal,Bali,2024-04-04,2024-04-10,INV6343146,2024-04-07,2024-04-17,UD Wulandari Suartini Tbk,2019-05-09,2019-09-29,ZRWO42674361461195,"Gg. Rajawali Timur No. 807, Pekalongan, Lampung 27960",+62 (082) 819-0007,ITEM691187,Furniture Kantor,Perlengkapan Kantor,573000.0,1,573000.0,Approved,CTR794230,0,4,3,2,0,6,3,10,143,13.258642740896052,13.258642740896052,-0.19151289458910625,1.219146342241825,0.9999982548023476,1,52,1,0.6228795733546685,0,3,0,6,3,0,25
expense,PO52079302,EMP0073,HR,Medan,2024-06-10,2024-06-16,INV7982118,2024-06-13,2024-06-17,Perum Mayasari,2021-02-17,2021-06-26,PEIC18537916426846,"Jalan Bangka Raya No. 60, Pagaralam, KT 58926",081 648 4837,ITEM871185,Printer,Akomodasi,757000.0,2,1514000.0,Approved,CTR694744,0,6,0,2,0,6,3,4,129,14.230266373481294,13.537119853422677,-0.1172290921593651,1.213140053573675,0.9999993394984548,1,56,1,0.23036854062302015,0,1,4,0,10,0,39
procurement,PO13226610,EMP0063,HR,Yogyakarta,2022-03-01,2022-03-08,INV6375287,2022-03-05,2022-03-18,UD Natsir (Persero) Tbk,2021-02-06,2021-06-16,QFIW74528643946249,"Gang Kutisari Selatan No. 693, Tangerang Selatan, Gorontalo 73761",+62-61-779-0935,ITEM516962,Meja Kantor,Makan & Hiburan,176000.0,2,352000.0,Approved,CTR529860,0,3,1,1,0,7,4,13,130,12.77138929548529,12.07824495582233,-0.2089589310789817,0.9943474735947073,0.9999971590989798,1,61,1,0.18723394296066864,1,1,7,3,9,0,39
expense,PO43346662,EMP0150,Finance,Bali,2022-11-09,2022-11-12,INV2730886,2022-11-13,2022-11-22,UD Tamba Pudjiastuti (Persero) Tbk,2021-05-08,2021-09-18,DJAZ04567728092347,"Jalan Veteran No. 136, Blitar, DI Yogyakarta 04023",+62 (688) 216 6768,ITEM364112,Meja Kantor,Lain-lain,297000.0,3,891000.0,Approved,CTR718319,0,11,2,4,0,3,4,9,133,13.700100828786772,12.601490784782536,-0.16640954796566557,1.0722008758112205,0.999998877666804,1,44,1,0.24985024862665162,0,0,0,2,9,0,37
expense,PO92575147,EMP0026,R&D,Jakarta,2022-07-28,2022-08-03,INV9584619,2022-07-30,2022-08-07,Perum Putra Hasanah,2021-01-29,2021-11-28,VIYO67936274276404,"Gg. Gegerkalong Hilir No. 265, Batu, YO 74581",+62 (973) 872-7782,ITEM869780,Proyektor,Perlengkapan Kantor,148000.0,2,295000.0,Approved,CTR392769,0,7,3,3,0,6,2,8,303,12.59473402514672,11.904974309480183,-0.21345858754922106,0.6276582390250234,0.9966182546680585,1,58,1,0.10425866610402329,0,7,2,6,11,0,36
procurement,PO18237183,EMP0005,Procurement,Surabaya,2024-05-28,2024-06-03,INV1078767,2024-05-30,2024-06-05,Perum Suryono Prakasa,2019-05-20,2020-04-25,MYBD58794502312524,"Gang BKR No. 5, Salatiga, AC 97524",(061) 771 7315,ITEM431032,Security System,Transportasi,196000.0,2,393000.0,Approved,CTR63803,0,5,1,2,0,6,2,6,341,12.881567435377423,12.185875040240456,-0.20572233607407267,1.3789425300262104,1.0025484628865742,1,47,1,0.08347980999007873,1,6,6,7,12,0,29
expense,PO71034187,EMP0114,Procurement,Surabaya,2022-05-11,2022-05-16,INV3626025,2022-05-12,2022-05-15,PD Setiawan (Persero) Tbk,2019-11-27,2020-09-21,NHAE06687569918456,"Jalan Sentot Alibasa No. 36, Ambon, Maluku Utara 46762",(0180) 549-8496,ITEM434580,Furniture Kantor,Makan & Hiburan,179000.0,2,358000.0,Approved,CTR261461,0,5,2,2,0,5,1,3,299,12.788291058675025,12.095146671399466,-0.20848528302948283,1.0112965782582535,0.9999972067117131,2,41,1,0.2933384078855281,0,6,6,3,3,0,37
procurement,PO49401130,EMP0093,Operations,Makassar,2024-04-01,2024-04-02,INV8682094,2024-04-02,2024-04-20,PT Mangunsong Tbk,2021-06-06,2021-11-28,YJFS01249051660741,"Jl. Stasiun Wonokromo No. 47, Padang, SU 16504",+62 (0049) 567-2397,ITEM965078,Security System,Transportasi,156000.0,2,311000.0,Approved,CTR722030,0,4,0,2,0,1,1,18,175,12.647551406590285,11.957617696467539,-0.21219552608389072,1.0912242413184514,0.9967916769497533,1,45,1,0.17877956381235552,1,5,3,7,12,0,35
procurement,PO88460202,EMP0084,Legal,Medan,2024-04-17,2024-04-25,INV2100401,2024-04-20,2024-04-26,PD Damanik Mulyani,2019-08-16,2020-05-03,MGIL66030233973462,"Jalan Pacuan Kuda No. 2, Bengkulu, SS 07730",+62 (0418) 250-3220,ITEM176147,Furniture Kantor,Perlengkapan Kantor,151000.0,3,454000.0,Approved,CTR210013,0,4,2,2,0,8,3,6,261,13.025854679664231,11.92504173829169,-0.20090691423750073,0.9659553915842732,1.0022052931450482,1,42,1,0.2243577176778499,1,3,4,6,3,0,47
expense,PO59702691,EMP0011,Procurement,Bali,2022-02-20,2022-02-25,INV3483283,2022-02-22,2022-03-01,PT Pratama Salahudin (Persero) Tbk,2019-06-15,2019-09-19,IRMU70701102497071,"Jl. Pasteur No. 8, Tidore Kepulauan, Maluku Utara 51450",+62 (30) 274-6849,ITEM753300,Proyektor,Makan & Hiburan,398000.0,1,398000.0,Approved,CTR873543,0,2,6,1,1,5,2,7,96,12.894209796826232,12.894209796826232,-0.20532762936615695,1.1242906093485612,0.9999974874434989,1,53,1,0.13578557491342583,0,6,0,3,11,0,33
expense,PO24033625,EMP0050,Finance,Medan,2024-10-20,2024-10-29,INV5808933,2024-10-22,2024-11-03,PT Hasanah Andriani,2021-05-08,2022-03-20,KJIN24394376365158,"Gg. Raya Setiabudhi No. 4, Bandar Lampung, PB 47116",+62 (77) 156 0063,ITEM568814,Kamera,Perjalanan Dinas,405000.0,3,1215000.0,Approved,CTR976370,0,10,6,4,1,9,2,12,316,14.010255457801716,12.91164481522143,-0.14083255329272598,0.8359127375901358,0.99999917695541,1,50,1,0.6183989726942498,0,0,4,5,5,0,32
procurement,PO47126395,EMP0048,Operations,Bandung,2023-09-14,2023-09-23,INV9837788,2023-09-16,2023-10-03,Perum Kuswandari Mandala,2021-01-28,2021-05-27,CVRM83576453827984,"Jalan R.E Martadinata No. 155, Parepare, SS 94188",+62 (794) 245-2334,ITEM691543,Furniture Kantor,Transportasi,247000.0,1,247000.0,Approved,CTR308737,0,9,3,3,0,9,2,17,119,12.417147664184915,12.417147664184915,-0.2172477719452121,0.8666636257416641,0.999995951433395,1,46,1,0.15385608680305174,1,5,1,7,3,0,43
procurement,PO1278643,EMP0033,Operations,Makassar,2022-12-03,2022-12-08,INV2317815,2022-12-04,2022-12-10,Perum Suryono Prakasa,2019-05-20,2019-11-23,CEQR01513772816091,"Jl. Otto Iskandardinata No. 925, Pariaman, Gorontalo 66026",087 864 3301,ITEM81279,Furniture Kantor,Makan & Hiburan,129000.0,3,386000.0,Approved,CTR833671,0,12,5,4,1,5,1,6,187,12.863595239117187,11.767575435251748,-0.2062749254651547,1.0903924000214689,0.9974134433761153,1,47,1,0.16451721203242536,1,5,3,3,3,0,31
procurement,PO4663483,EMP0086,HR,Yogyakarta,2024-10-21,2024-10-28,INV7390083,2024-10-24,2024-10-27,PD Laksita,2019-03-27,2019-10-04,JLBL49422887884878,"Gang Ir. H. Djuanda No. 877, Cirebon, Sulawesi Barat 90428",+62 (06) 219-5365,ITEM804762,Furniture Kantor,Perjalanan Dinas,395000.0,3,1185000.0,Approved,CTR864892,0,10,0,4,0,7,3,3,191,13.98525417643287,12.886643575525625,-0.1432007935402204,0.8152729169088979,0.9999991561188556,1,55,1,0.6936412124731324,1,1,7,5,3,0,32
procurement,PO25723417,EMP0102,Marketing,Surabaya,2022-06-16,2022-06-18,INV4551721,2022-06-19,2022-07-07,CV Maheswara Tbk,2020-10-16,2021-08-18,GRTP88441624092513,"Gang Raya Setiabudhi No. 938, Probolinggo, Gorontalo 08572",+62-033-543-4481,ITEM291623,AC,Transportasi,137000.0,2,274000.0,Approved,CTR931363,0,6,3,2,0,2,3,18,306,12.520887034998584,11.827743504053695,-0.21511635572246715,0.9614001354381213,0.9999963503782833,1,42,1,0.1089128718035875,1,4,6,7,0,0,35
expense,PO39859850,EMP0100,Marketing,Bandung,2022-09-01,2022-09-07,INV9723398,2022-09-04,2022-09-21,PT Wacana (Persero) Tbk,2021-01-14,2021-12-17,DORV48675874421244,"Gg. Kutai No. 09, Tebingtinggi, Lampung 95967",+62-341-728-7484,ITEM80657,Kendaraan Operasional,Transportasi,128000.0,2,255000.0,Approved,CTR279691,0,9,3,3,0,6,3,17,337,12.449022745701502,11.759793355371237,-0.21661624121254694,0.8947337026887625,0.9960898590239882,1,59,1,0.030764862713047368,0,4,1,7,6,0,37
expense,PO2448970,EMP0110,Marketing,Makassar,2024-04-03,2024-04-10,INV6956147,2024-04-06,2024-04-10,UD Narpati (Persero) Tbk,2021-04-12,2021-12-04,MAEE21030772155758,"Gg. Jayawijaya No. 07, Kota Administrasi Jakarta Pusat, Banten 23213",+62 (0547) 604-5943,ITEM607172,Furniture Kantor,Perjalanan Dinas,900000.0,2,1800000.0,Approved,CTR196137,0,4,2,2,0,7,3,4,236,14.403297778421795,13.710151153416941,-0.0946518684665851,1.2383892408742754,0.9999994444447531,1,44,1,1.956689759229325,0,4,3,5,3,0,25
expense,PO65613682,EMP0109,Marketing,Semarang,2024-01-11,2024-01-12,INV8242762,2024-01-14,2024-01-29,CV Pratama (Persero) Tbk,2020-11-13,2021-03-25,EURL96713949052575,"Jl. Kendalsari No. 200, Sabang, KU 36546",+62 (014) 447-7075,ITEM825985,Konsultasi IT,Perjalanan Dinas,1313000.0,1,1313000.0,Approved,CTR445123,0,1,3,1,0,1,3,15,132,14.087825914899266,14.087825914899266,-0.13309630181757762,0.9033361518155131,0.9999992383859571,1,56,1,0.6071874050134217,0,4,5,5,7,0,35
expense,PO93564464,EMP0020,Marketing,Bali,2023-07-21,2023-07-30,INV2322170,2023-07-25,2023-08-07,UD Prasetya Nainggolan,2020-03-21,2020-12-20,GQZB05548507341456,"Gg. Kutisari Selatan No. 5, Sawahlunto, AC 42062",+62 (0954) 701-1798,ITEM408270,Furniture Kantor,Komunikasi,516000.0,1,516000.0,Approved,CTR299687,0,7,4,3,0,9,4,13,274,13.153863982446317,13.153863982446317,-0.19601255105934562,0.943325514944214,0.9999980620192597,1,50,1,0.10143888790825957,0,4,0,1,3,0,36
procurement,PO55874078,EMP0037,Marketing,Yogyakarta,2023-04-23,2023-04-28,INV3815032,2023-04-24,2023-05-02,UD Anggriawan Iswahyudi,2020-02-07,2021-02-15,BLYO92630326393626,"Gang Cikutra Timur No. 8, Surabaya, SU 32419",+62 (032) 069 8479,ITEM751270,Proyektor,Makan & Hiburan,390000.0,1,390000.0,Approved,CTR202712,0,4,6,2,1,5,1,8,374,12.873904582205107,12.873904582205107,-0.20595916009882212,1.1016918031304996,0.9999974359040105,1,57,1,0.060976033561891116,1,4,7,3,11,0,44
procurement,PO52168231,EMP0106,Legal,Jakarta,2023-12-08,2023-12-13,INV350539,2023-12-10,2023-12-18,CV Saputra Habibi,2019-03-05,2019-06-09,WGZN92371269473010,"Jl. Moch. Ramdan No. 4, Sibolga, BB 13087",+62-0001-904-2409,ITEM577658,Kendaraan Operasional,Perlengkapan Kantor,192000.0,3,577000.0,Approved,CTR724323,0,12,4,4,0,5,2,8,96,13.265599278590988,12.165255859329688,-0.19119712922277365,1.2276569624319948,1.0017343719889376,1,59,1,0.210685747419556,1,3,2,6,6,0,40
procurement,PO43161020,EMP0124,HR,Yogyakarta,2023-08-18,2023-08-21,INV1810946,2023-08-22,2023-09-10,UD Prasetya Nainggolan,2020-03-21,2021-01-08,PCYO50594918091823,"Jl. HOS. Cokroaminoto No. 09, Mojokerto, Sulawesi Tenggara 96136",(0506) 860-3284,ITEM41329,Catering,Akomodasi,436000.0,3,1308000.0,Approved,CTR541421,0,8,4,3,0,3,4,19,293,14.084010575524983,12.985399815906522,-0.13349100852549334,1.0480760832723692,0.9999992354745906,1,50,1,0.13604955567917965,1,1,7,0,2,0,28
procurement,PO28250399,EMP0147,R&D,Makassar,2022-08-10,2022-08-14,INV4206193,2022-08-13,2022-08-24,Perum Hutagalung (Persero) Tbk,2020-03-19,2020-06-13,YBFC03164735127865,"Jl. Jend. Sudirman No. 25, Mojokerto, SR 14493",+62 (0161) 756-1715,ITEM686740,Proyektor,Komunikasi,136000.0,3,408000.0,Approved,CTR477088,0,8,2,3,0,4,3,11,86,12.919024904363686,11.820417517632333,-0.20453821595032548,0.7458852908861227,0.9999975490256151,1,45,1,0.059737969176290116,1,7,3,1,11,0,46
procurement,PO78279746,EMP0079,HR,Jakarta,2024-06-21,2024-06-22,INV2244289,2024-06-24,2024-06-06,CV Sihombing Agustina Tbk,2019-08-28,2020-09-22,HZWY64519383658292,"Gang Surapati No. 9, Banda Aceh, YO 12777",0812371920,ITEM719476,Security System,Komunikasi,8111000.0,1,8111000.0,Approved,CTR558229,1,6,4,2,0,1,3,-18,391,15.908731846341833,15.908731846341833,0.40354693826465443,14.828126456807208,0.999999876710655,1,55,1,4.176619888455258,1,1,2,1,12,0,23
procurement,PO75677812,EMP0117,HR,Makassar,2023-01-17,2022-12-17,INV3677817,2023-01-19,2023-01-31,UD Novitasari (Persero) Tbk,2021-04-21,2021-08-05,IFTK09363293957719,"Jl. Sukabumi No. 555, Padang Sidempuan, Banten 47010",+62 (93) 951-5788,ITEM866572,Kendaraan Operasional,Perlengkapan Kantor,4045000.0,1,4045000.0,Approved,CTR978553,1,1,1,1,0,-31,2,12,106,15.212992355693487,15.212992355693487,0.08257144338757949,8.606364667309219,0.9999997527812725,1,50,1,2.1604597037068576,1,1,3,6,6,0,42
expense,PO84192000,EMP0037,Procurement,Makassar,2023-04-16,2023-04-24,INV5878291,2023-04-20,2023-04-28,PD Setiawan (Persero) Tbk,2019-11-27,2020-05-14,OAEB26783651099051,"Gang Dr. Djunjunan No. 5, Tangerang, SR 13114",089 018 5688,ITEM132350,Software License,Komunikasi,532000.0,1,532000.0,Approved,CTR3398,0,4,6,2,1,8,4,8,169,13.184400648021263,13.184400648021263,-0.19474948959401528,0.9725759185083757,0.9999981203042851,1,41,1,0.08317756373057968,0,6,3,1,14,0,44
expense,PO65725021,EMP0094,Procurement,Medan,2024-10-16,2024-10-22,INV5417283,2024-10-18,2024-10-25,PT Nababan Purwanti,2020-05-12,2020-11-30,XAQB13474430871485,"Gang Joyoboyo No. 800, Payakumbuh, SU 69072",+62 (0249) 392 3174,ITEM672052,Kamera,Komunikasi,143000.0,2,286000.0,Approved,CTR929172,0,10,2,4,0,6,2,7,202,12.563750586299374,11.870606902224587,-0.21416905962346938,0.5228509637093899,0.999996503508729,1,58,1,0.11355538639155822,0,6,4,1,5,0,32
procurement,PO40168126,EMP0025,Finance,Bandung,2024-11-21,2024-11-27,INV2459367,2024-11-25,2024-12-10,CV Nurdiyanti Mustofa,2020-06-30,2021-03-27,JUYO21675886326329,"Gg. Rungkut Industri No. 11, Singkawang, KS 48924",0822677258,ITEM559231,Furniture Kantor,Makan & Hiburan,177000.0,2,354000.0,Approved,CTR997323,0,11,3,4,0,6,4,15,270,12.777055016970678,12.083910661257521,-0.2088010483958154,0.9999971751492227,0.9999971751492227,1,50,1,0.3682332636901438,1,0,1,3,3,0,26
expense,PO37249651,EMP0030,Operations,Medan,2024-05-27,2024-06-03,INV6699655,2024-05-30,2024-06-15,PD Sitompul,2019-03-18,2020-04-06,BEVP39769617011734,"Gg. Ronggowarsito No. 53, Meulaboh, Sumatera Utara 80570",+62 (041) 964 2454,ITEM498998,Software License,Komunikasi,271000.0,2,542000.0,Approved,CTR548390,0,5,0,2,0,7,3,16,385,13.20302312543853,12.509877789891931,-0.1939600761781838,0.9908574207359767,0.9999981549849539,1,48,1,0.27764543910687073,0,5,4,1,14,0,31
expense,PO98492952,EMP0023,Marketing,Medan,2024-08-15,2024-08-18,INV8142861,2024-08-17,2024-09-02,UD Halimah,2021-07-11,2021-12-03,RWLW17207006495155,"Gang Suniaraja No. 0, Palu, BB 97012",(0513) 791-1470,ITEM675240,Security System,Lain-lain,336000.0,3,1008000.0,Approved,CTR464866,0,8,3,3,0,3,2,16,145,13.82347971967645,12.724869415131389,-0.15717341100043739,1.2129949302106737,0.9999990079374921,1,55,1,0.3159177704736946,0,4,4,2,12,0,37
procurement,PO66900572,EMP0130,R&D,Makassar,2022-02-03,2022-02-07,INV9850831,2022-02-06,2022-02-15,CV Puspasari (Persero) Tbk,2020-06-10,2021-05-13,HUBA78318535613540,"Gang Wonoayu No. 78, Padang Sidempuan, BE 23236",+62-000-232-3860,ITEM163154,Proyektor,Akomodasi,384000.0,3,1152000.0,Approved,CTR174688,0,2,3,1,0,4,3,9,337,13.957010988293153,12.85840043573314,-0.14580585781246425,0.9230761834325453,0.999999131945198,1,49,1,1.1420280743992857,1,7,3,0,11,0,26
procurement,PO27861482,EMP0088,Procurement,Makassar,2022-04-22,2022-04-23,INV9153374,2022-04-23,2022-04-29,Perum Damanik Firgantoro Tbk,2022-04-19,2022-04-27,SYOF53835316152094,"Gang M.H Thamrin No. 2, Bengkulu, SB 51917",+62-89-276-6747,ITEM327437,Laptop,Pelatihan,30638000.0,1,30638000.0,Approved,CTR629372,1,4,4,2,0,1,1,6,8,17.237751659193986,17.237751659193986,2.1818585401082027,8.098861195119959,0.9999999673607949,1,52,1,12.972578396283097,1,6,3,4,8,0,36
procurement,PO6369496,EMP0114,Procurement,Yogyakarta,2022-09-07,2022-09-16,INV2729521,2022-09-11,2022-09-21,UD Natsir (Persero) Tbk,2021-02-06,2022-03-02,XPID95351088652252,"Jl. Tubagus Ismail No. 9, Prabumulih, GO 36733",+62-67-899-4050,ITEM810602,Jasa Cleaning,Transportasi,172000.0,2,343000.0,Approved,CTR974879,0,9,2,3,0,9,4,10,389,12.745488641595722,12.055255569732177,-0.20966940315323002,1.2035045491068452,0.9970901247380095,1,61,1,0.28104769247133005,1,6,7,7,4,0,37
procurement,PO36288411,EMP0114,Procurement,Jakarta,2023-04-10,2023-04-17,INV143913,2023-04-13,2023-04-28,CV Saputra Habibi,2019-03-05,2019-06-27,WAST00224850202878,"Jl. Ciumbuleuit No. 60, Bitung, Jawa Timur 66077",+62 (078) 778-5088,ITEM502099,Printer,Komunikasi,134000.0,3,401000.0,Approved,CTR843496,0,4,0,2,0,7,3,15,114,12.901719200051183,11.80560254159177,-0.2050908053414075,0.733088239326802,0.9975099564428944,1,59,1,0.32857179207289605,1,6,2,1,10,0,37
procurement,PO49687625,EMP0040,Procurement,Yogyakarta,2022-01-26,2022-01-28,INV2794809,2022-01-27,2022-02-11,PD Prasetya Yuliarti,2019-08-15,2019-10-26,QEPE36008323428635,"Gg. H.J Maemunah No. 07, Yogyakarta, KT 40118",+62 (0034) 018-8111,ITEM814969,Furniture Kantor,Perlengkapan Kantor,274000.0,2,548000.0,Approved,CTR840687,0,1,2,1,0,2,1,15,72,13.214032390746006,12.520887034998584,-0.1934864281286849,1.1659549660532638,0.9999981751858117,1,47,1,0.29825818309605423,1,6,7,6,3,0,39
expense,PO80770020,EMP0099,HR,Makassar,2022-05-07,2022-05-15,INV6260399,2022-05-09,2022-05-16,Perum Wibowo,2020-03-09,2020-06-25,OSLB50043220600835,"Jalan Soekarno Hatta No. 54, Tangerang, ST 66895",(0339) 697-1484,ITEM734085,Jasa Cleaning,Perlengkapan Kantor,161000.0,3,482000.0,Approved,CTR925316,0,5,5,2,1,8,2,7,108,13.085701467719382,11.989165855127435,-0.1986965566731726,1.0255297329154618,0.9979275405226904,1,42,1,0.3604897368355289,0,1,3,6,4,0,29
procurement,PO14803821,EMP0060,R&D,Semarang,2024-09-21,2024-09-28,INV6145093,2024-09-24,2024-09-29,PT Palastri (Persero) Tbk,2019-11-22,2020-11-06,EBCZ56557358709452,"Jl. Sukajadi No. 8, Bandung, DI Yogyakarta 99086",(057) 613-3427,ITEM760306,Meja Kantor,Makan & Hiburan,200000000.0,1,200000000.0,Approved,CTR124656,1,9,5,3,1,7,3,5,350,19.11382792951231,19.11382792951231,15.551522033313114,564.9701554515383,0.999999995,1,38,1,26.815785017668382,1,7,5,3,9,0,41
expense,PO5376677,EMP0084,Legal,Semarang,2022-03-11,2022-03-13,INV4523878,2022-03-13,2022-03-29,PT Nuraini Wasita,2019-06-10,2019-09-10,AFKG55055664656568,"Jalan Jakarta No. 9, Cilegon, DI Yogyakarta 22860",(0433) 563 4610,ITEM954613,Meja Kantor,Komunikasi,171000.0,3,513000.0,Approved,CTR587909,0,3,4,1,0,2,2,16,92,13.148033073468746,12.049424683420915,-0.19624937508409507,0.9378410642759337,0.9999980506860611,1,52,1,0.25351433737607265,0,3,5,1,9,0,47
expense,PO6477990,EMP0009,Finance,Jakarta,2024-10-10,2024-10-19,INV1501092,2024-10-13,2024-10-10,PD Haryanto Tbk,2021-09-02,2022-06-21,ZVBV15740746396872,"Jl. K.H. Wahid Hasyim No. 694, Denpasar, Kalimantan Selatan 98350",+62 (17) 497 5559,ITEM814741,Konsultasi IT,Akomodasi,16124000.0,1,16124000.0,Approved,CTR87810,1,10,3,4,0,9,3,-3,292,16.59581946523854,16.59581946523854,1.03610390837041,12.919861442418716,0.9999999379806538,1,50,1,7.172103837769456,0,0,2,0,7,0,26
procurement,PO86825824,EMP0033,Operations,Semarang,2024-12-09,2024-12-13,INV2966548,2024-12-11,2024-12-19,CV Pratama (Persero) Tbk,2020-11-13,2021-06-03,CZZU53821278972975,"Gg. Rungkut Industri No. 5, Tanjungpinang, KT 63627",+62 (007) 101 7280,ITEM7145,Server,Pelatihan,4125000.0,1,4125000.0,Approved,CTR590137,0,12,0,4,0,4,2,8,202,15.232576820175131,15.232576820175131,0.08888675071423123,1.0904041526819581,0.9999997575758164,1,56,1,1.7581178746988464,1,5,5,4,13,0,31
expense,PO39881391,EMP0130,IT,Jakarta,2022-11-11,2022-11-19,INV273033,2022-11-13,2022-11-24,PT Mardhiyah Tbk,2020-09-23,2021-05-12,UJZW79274942381645,"Gang Rajawali Timur No. 4, Purwokerto, Jawa Timur 36664",+62 (0005) 171-9492,ITEM731500,Printer,Perlengkapan Kantor,625000.0,1,625000.0,Approved,CTR540064,0,11,4,4,0,8,2,11,231,13.345508528717259,13.345508528717259,-0.1874079448267826,1.3297844047140326,0.99999840000256,1,52,1,0.6195898841141958,0,2,2,6,10,0,26
procurement,PO43182361,EMP0075,Procurement,Jakarta,2022-12-09,2022-12-14,INV2997851,2022-12-12,2022-12-28,PD Pranowo Rajasa (Persero) Tbk,2020-07-08,2021-01-08,JUVL66455667758741,"Gang Suniaraja No. 17, Pangkalpinang, Kalimantan Selatan 20276",0879350579,ITEM564775,Catering,Perjalanan Dinas,953000.0,1,953000.0,Approved,CTR143020,0,12,4,4,0,5,3,16,184,13.767371231953732,13.767371231953732,-0.16151518478751045,0.655658303640658,0.9999989506831577,1,49,1,0.25467657544720057,1,6,2,5,2,0,27
